계정코드,계정명칭,차대변구분
2200250,수입보증금,차/대변 모두 가능
2200260,수입보증금(온라인도매시장),차/대변 모두 가능
2200300,퇴직급여충당부채,차/대변 모두 가능
2200301,퇴직보험예치금,차/대변 모두 가능
2200302,확정급여부채,차/대변 모두 가능
2200340,장기선수금,차/대변 모두 가능
2200350,장기선수수익,차/대변 모두 가능
2200400,하자보수예수금,차/대변 모두 가능
2200500,장기주택임대보증금,차/대변 모두 가능
2200510,현재가치할인차금(장기주택),차/대변 모두 가능
2200600,상가임대보증금(장기),차/대변 모두 가능
2200610,현재가치할인차금(상가임대),차/대변 모두 가능
2200700,주택임대보증금,차/대변 모두 가능
2200710,현재가치할인차금(주택임대),차/대변 모두 가능
2200800,예수보증금(장기),차/대변 모두 가능
2200801,예수보증금(장기임대),차/대변 모두 가능
2200802,관리비예수금(장기),차/대변 모두 가능
2200803,예수보증금(장기_이용(공유)),차/대변 모두 가능
2200804,예수보증금(장기_이용(회원)),차/대변 모두 가능
2200805,예수보증금(장기_입회(회원)),차/대변 모두 가능
2200806,예수보증금(장기_약정),차/대변 모두 가능
2200807,현재가치할인차금(장기예수),차/대변 모두 가능
2200808,예수보증금(장기_기타),차/대변 모두 가능
2200850,시설이용보증금(장기),차/대변 모두 가능
2200900,하자보수충당부채,차/대변 모두 가능
2200950,장기종업원급여부채,차/대변 모두 가능
2201000,고유목적사업준비금,차/대변 모두 가능
2201100,이연법인세부채(비유동),차/대변 모두 가능
2201200,계약해지손실충당부채,차/대변 모두 가능
2201300,소송충당부채,차/대변 모두 가능
2201400,특별수선충당부채,차/대변 모두 가능
2201600,공사손실충당부채(비유동),차/대변 모두 가능
2201610,반품충당부채,차/대변 모두 가능
2201620,판매충당부채,차/대변 모두 가능
2201630,기타손실충당부채(비유동),차/대변 모두 가능
2201700,퇴직연금운용자산,차/대변 모두 가능
2201710,퇴직연금운용자산(예금),차/대변 모두 가능
2201720,퇴직연금운용자산(미운용자산),차/대변 모두 가능
2201800,기타비유동부채,차/대변 모두 가능
2201900,장기미지급비용,차/대변 모두 가능
2201902,리스부채(비유동),차/대변 모두 가능
2202000,입회금,차/대변 모두 가능
2202001,입회금(1차),차/대변 모두 가능
2202002,입회금(2차),차/대변 모두 가능
2202003,입회금(3차),차/대변 모두 가능
2202004,입회금(4차),차/대변 모두 가능
2202005,입회금(5차),차/대변 모두 가능
2202006,입회금(6차),차/대변 모두 가능
2202007,입회금(7차),차/대변 모두 가능
2202008,입회금(8차),차/대변 모두 가능
2202009,입회금(9차),차/대변 모두 가능
2202010,입회금(10차-GVIP),차/대변 모두 가능
2202011,입회금(10차-VIP),차/대변 모두 가능
2202012,입회금(10차-주중),차/대변 모두 가능
2202013,입회금(11차-GVIP),차/대변 모두 가능
2202014,입회금(11차-VIP),차/대변 모두 가능
2202015,입회금(11차-주중),차/대변 모두 가능
2202016,입회금(12차-GVIP),차/대변 모두 가능
2202017,입회금(12차-VIP),차/대변 모두 가능
2202018,입회금(13차-특별),차/대변 모두 가능
2202019,입회금(13차-VIP),차/대변 모두 가능
2202020,입회금(14차-VIP),차/대변 모두 가능
2202021,입회금(14차-주중),차/대변 모두 가능
2202022,입회금(15차-특법),차/대변 모두 가능
2202023,입회금(15차-VIP),차/대변 모두 가능
2202024,입회금(주중),차/대변 모두 가능
2202025,입회금(1차-VVIP),차/대변 모두 가능
2202026,입회금(16차-주중),차/대변 모두 가능
2202027,입회금(2차-VVIP),차/대변 모두 가능
2202028,입회금(18차-주중),차/대변 모두 가능
2202029,입회금(3차-VVIP),차/대변 모두 가능
2202030,입회금(4차-VVIP),차/대변 모두 가능
2202040,입회금(리스-비유동),차/대변 모두 가능
2202060,현재가치할인차금(입회금-비유동,차/대변 모두 가능
2202100,금융리스부채(비유동),차/대변 모두 가능
2202200,금융보증부채(비유동),차/대변 모두 가능
3100100,자본금,차/대변 모두 가능
3100101,보통주자본금,차/대변 모두 가능
3100102,우선주자본금,차/대변 모두 가능
3100103,기본재산,차/대변 모두 가능
3100104,보통재산,차/대변 모두 가능
3100105,출연금,차/대변 모두 가능
3100106,출자금,차/대변 모두 가능
3200100,자본잉여금,차/대변 모두 가능
3200101,자본준비금,차/대변 모두 가능
3200102,주식발행초과금,차/대변 모두 가능
3200103,감자차익,차/대변 모두 가능
3200104,합병차익,차/대변 모두 가능
3200105,기타자본잉여금,차/대변 모두 가능
3200106,자산수증이익,차/대변 모두 가능
3200108,자기주식처분이익,차/대변 모두 가능
3200109,전환권대가,차/대변 모두 가능
3200110,신주인수권대가,차/대변 모두 가능
3200111,재평가적립금,차/대변 모두 가능
3300200,법정적립금준비금,차/대변 모두 가능
3300201,이익준비금,차/대변 모두 가능
3300202,기업합리화적립금,차/대변 모두 가능
3300203,재무구조개선적립금,차/대변 모두 가능
3300204,기업발전적립금,차/대변 모두 가능
3300205,기타법정적립금,차/대변 모두 가능
3300300,연구및인력개발준비금,차/대변 모두 가능
3300400,임의적립금,차/대변 모두 가능
3300401,해외시장개척준비금,차/대변 모두 가능
3300402,수출손실준비금,차/대변 모두 가능
3300403,해외투자손실준비금,차/대변 모두 가능
3300404,해외사업손실준비금,차/대변 모두 가능
3300405,수출손실적립금,차/대변 모두 가능
3300406,가격변동준비금,차/대변 모두 가능
3300407,기술개발준비금,차/대변 모두 가능
3300408,기술개발적립금,차/대변 모두 가능
3300409,결손보전적립금,차/대변 모두 가능
3300410,투융자손실준비금,차/대변 모두 가능
3300411,기타임의적립금,차/대변 모두 가능
3300412,손해배상준비금,차/대변 모두 가능
3300500,차기이월이익잉여금,차/대변 모두 가능
3300600,미처분이익잉여금,차/대변 모두 가능
3300601,지분법이익잉여금변동,차/대변 모두 가능
3300602,부의지분법잉여금변동,차/대변 모두 가능
3300700,수정후이월이익잉여금,차/대변 모두 가능
3300800,전기이월이익잉여금,차/대변 모두 가능
3300900,사업확장적립금,차/대변 모두 가능
3301000,배당평균적립금,차/대변 모두 가능
3301100,감채적립금,차/대변 모두 가능
3400100,자본조정,차/대변 모두 가능
3400101,주식할인발행차금,차/대변 모두 가능
3400102,배당건설이자,차/대변 모두 가능
3400103,자기주식,차/대변 모두 가능
3400104,감자차손,차/대변 모두 가능
3400105,자기주식처분손실,차/대변 모두 가능
3400106,전환권대가,차/대변 모두 가능
3400107,신주인수권대가,차/대변 모두 가능
3400108,미교부주식배당금,차/대변 모두 가능
3400109,주식매입선택권,차/대변 모두 가능
3400110,주식매수선택권,차/대변 모두 가능
3400111,파생상품평가손실,차/대변 모두 가능
3400112,통화스왑평가손실,차/대변 모두 가능
3400113,출자전환채무,차/대변 모두 가능
3400114,기타자본조정,차/대변 모두 가능
3400115,국고보조금,차/대변 모두 가능
3400116,공사부담금,차/대변 모두 가능
3400117,신주청약증거금,차/대변 모두 가능
3400118,부의지분법자본변동,차/대변 모두 가능
3500100,기타포괄손익누계액,차/대변 모두 가능
3500101,해외사업환산차,차/대변 모두 가능
3500102,해외사업환산대,차/대변 모두 가능
3500103,투자유가증권평가손실,차/대변 모두 가능
3500104,투자유가증권평가이익,차/대변 모두 가능
3500105,매도가능증권평가손실,차/대변 모두 가능
3500106,매도가능증권평가이익,차/대변 모두 가능
3500107,만기보유증권평가손실,차/대변 모두 가능
3500108,만기보유증권평가이익,차/대변 모두 가능
3500109,부의지분법자본변동,차/대변 모두 가능
3500110,지분법자본변동,차/대변 모두 가능
3500111,현금흐름위험회피파생상품평가손,차/대변 모두 가능
3500112,현금흐름위험회피파생상품평가이,차/대변 모두 가능
3500113,자산재평가이익,차/대변 모두 가능
3500114,지분법자본변동(전기이월),차/대변 모두 가능
4100100,공사수입,대변
4100200,분양수입,대변
4100210,오피스분양수입,대변
4100300,아파트분양할인료,차변
4100310,오피스분양할인료,차변
4100400,상가분양수입,대변
4100500,상가분양할인료,차변
4100600,기타분양수입,대변
4100650,회원권분양수입,대변
4100700,임대료수입,대변
4100701,임대료수입(상가),대변
4100702,임대료수입(아파트),대변
4100703,임대료수입(오피스텔),대변
4100704,임대료수입(주차장),대변
4100705,임대료수입(가설),대변
4100706,임대료수입(토지),대변
4100707,임대료수입(식음),대변
4100708,임대료수입(프로샵),대변
4100709,임대료수입(오피스),대변
4100710,임대주택채권이자수익,대변
4100711,임대료수입(선박),대변
4100750,기타분양할인료,차변
4100800,용역료수입,대변
4100900,기부금수입,대변
4101000,대출금이자,대변
4101100,관광알선수입,대변
4101200,시설물관리수입,대변
4101300,관리비수입,대변
4101400,주차장수입,대변
4101500,입장료수입,대변
4101501,입장료수입(M),대변
4101502,입장료수입(P),대변
4101600,대여료수입,대변
4101700,식음료수입,대변
4101800,프로샵수입,대변
4101900,회원관리수입,대변
4102000,조경수입,대변
4102100,돌고래사진촬영수입,대변
4102200,공연수입,대변
4102300,기념품샵수입,대변
4102400,제트수입,대변
4102500,요트수입,대변
4102600,편의점수입,대변
4102700,아트샵수입,대변
4102800,전시수입,대변
4102810,전시기획수입,대변
4102900,교육수입,대변
4103000,객실료수입,대변
4103100,식료수입,대변
4103200,음료수입,대변
4103300,상품수입,대변
4103400,기타콘도수입,대변
4103500,수탁판매수수료,대변
4103501,수탁판매수수료(상장경매),대변
4103502,수탁판매수수료(정액수수료),대변
4103510,수탁판매수수료(온라인도매시장),대변
4103600,제품수입,대변
4103601,제품수입(국내),대변
4103602,제품수입(수출),대변
4103610,상품수입(금거래소),대변
4103611,상품수입(국내),대변
4103612,상품수입(수출),대변
4103700,수수료수입,대변
4103900,기타수입,대변
4103901,기타수입,대변
4104000,상품수입(호반자산개발),대변
4104001,상품수입할인료,차변
4104010,상품수입(식음료),대변
4104020,상품수입(드립백),대변
4104030,상품수입(편의점),대변
4104040,상품수입(기타),대변
4200100,일반관리비,차변
4200101,재료비(일반),차변
4200102,가설손료(일반),차변
4200103,임원급여(일반),차변
4200104,직원급여(일반),차변
4200105,노무비(일반),차변
4200106,상여금(일반),차변
4200107,퇴직금(일반),차변
4200108,외주비(일반),차변
4200109,복리후생비(일반),차변
4200110,여비교통비(일반),차변
4200111,수도광열비(일반),차변
4200112,세금과공과금(일반),차변
4200113,임차료(일반),차변
4200114,감가상각비(일반),차변
4200115,수선비(일반),차변
4200116,보험료(일반),차변
4200117,접대비(일반),차변
4200118,광고선전비(일반),차변
4200119,경상연구개발비(일반),차변
4200120,지급수수료(일반),차변
4200121,운반비(일반),차변
4200122,판매촉진비(일반),차변
4200123,대손상각비(일반),차변
4200124,무형자산상각비(일반),차변
4200125,교육훈련비(일반),차변
4200126,협회비(일반),차변
4200127,차량유지비(일반),차변
4200128,소모품비(일반),차변
4200129,도서인쇄비(일반),차변
4200130,목적사업비(일반),차변
4200131,중기유지비(일반),차변
4200132,중기임차료(일반),차변
4200133,통신비(일반),차변
4200134,안전관리비(일반),차변
4200135,현장관리비(일반),차변
4200136,기술개발비(일반),차변
4200137,회의비(일반),차변
4200138,주택관리비(일반),차변
4200139,하자보상비(일반),차변
4200140,임대주택관리비(일반),차변
4200141,잡비(일반),차변
4200142,퇴직급여충당금전입액(일반),차변
4200143,단체퇴직급여충당금전입액(일반),차변
4200144,기부금(일반),차변
4200145,분양해지손실(일반),차변
4200146,차량주유비(일반),차변
4200147,장학사업비(일반),차변
4200148,학술연구지원비(일반),차변
4200149,복지사업비(일반),차변
4200150,미술전람비(일반),차변
4200151,기타목적사업비(일반),차변
4200152,사육비(일반),차변
4200153,공연사업비(일반),차변
4200154,교육사업비(일반),차변
4200155,판매수수료(일반),차변
4200156,홍보비(일반),차변
4200157,특별수선충당금전입액(일반),차변
4200158,기타보상비(일반),차변
4200159,판매장려금(일반),차변
4200160,출하장려금(일반),차변
4200161,하역료(일반),차변
4200162,가격보전비(일반),차변
4200163,시장사용료(일반),차변
4200164,이자비용(일반),차변
4200165,문화예술사업비-시상,차변
4200166,문화예술사업비-교육,차변
4200167,문화예술사업비-지원,차변
4200168,문화예술사업비-컨텐츠,차변
4200169,수출제비용(일반),차변
4200170,전시제작비,차변
4200171,업무추진비,차변
4200172,판매장려금(온라인도매시장),차변
4200173,출하장려금(온라인도매시장),차변
4200174,하역료(온라인도매시장),차변
4200175,가격보전비(온라인도매시장),차변
4200176,시장사용료(온라인도매시장),차변
4200177,장학사업비(운영),차변
4200178,기타비용(시상금),차변
4200200,공사원가,차변
4200201,재료비(공사),차변
4200202,가설손료(공사),차변
4200203,임원급여(공사),차변
4200204,직원급여(공사),차변
4200205,노무비(공사),차변
4200206,상여금(공사),차변
4200207,퇴직금(공사),차변
4200208,외주비(공사),차변
4200209,복리후생비(공사),차변
4200210,여비교통비(공사),차변
4200211,수도광열비(공사),차변
4200212,세금과공과금(공사),차변
4200213,임차료(공사),차변
4200214,감가상각비(공사),차변
4200215,수선비(공사),차변
4200216,보험료(공사),차변
4200217,접대비(공사),차변
4200218,광고선전비(공사),차변
4200219,경상연구개발비(공사),차변
4200220,지급수수료(공사),차변
4200221,운반비(공사),차변
4200222,판매촉진비(공사),차변
4200223,대손상각비(공사),차변
4200224,무형자산상각비(공사),차변
4200225,교육훈련비(공사),차변
4200226,협회비(공사),차변
4200227,차량유지비(공사),차변
4200228,소모품비(공사),차변
4200229,도서인쇄비(공사),차변
4200230,목적사업비(공사),차변
4200231,중기유지비(공사),차변
4200232,중기임차료(공사),차변
4200233,통신비(공사),차변
4200234,안전관리비(공사),차변
4200235,현장관리비(공사),차변
4200236,기술개발비(공사),차변
4200237,회의비(공사),차변
4200238,주택관리비(공사),차변
4200239,하자보상비(공사),차변
4200240,임대주택관리비(공사),차변
4200241,잡비(공사),차변
4200242,퇴직급여충당금전입액(공사),차변
4200243,단체퇴직급여충당금전입액(공사),차변
4200244,기부금(공사),차변
4200245,공사손실충당부채전입액,차변
4200246,차량주유비(공사),차변
4200252,사육비(공사),차변
4200253,공사원가(공연사업비),차변
4200254,공사원가(교육사업비),차변
4200255,공사원가(판매수수료),차변
4200256,공사원가(홍보비),차변
4200257,공사원가(특별수선충당금전입액),차변
4200258,기타보상비(공사),차변
4200300,분양원가,차변
4200301,재료비(분양),차변
4200302,가설손료(분양),차변
4200303,임원급여(분양),차변
4200304,직원급여(분양),차변
4200305,노무비(분양),차변
4200306,상여금(분양),차변
4200307,퇴직금(분양),차변
4200308,외주비(분양),차변
4200309,복리후생비(분양),차변
4200310,여비교통비(분양),차변
4200311,수도광열비(분양),차변
4200312,세금과공과금(분양),차변
4200313,임차료(분양),차변
4200314,감가상각비(분양),차변
4200315,수선비(분양),차변
4200316,보험료(분양),차변
4200317,접대비(분양),차변
4200318,광고선전비(분양),차변
4200319,경상연구개발비(분양),차변
4200320,지급수수료(분양),차변
4200321,운반비(분양),차변
4200322,판매촉진비(분양),차변
4200323,대손상각비(분양),차변
4200324,무형자산상각비(분양),차변
4200325,교육훈련비(분양),차변
4200326,협회비(분양),차변
4200327,차량유지비(분양),차변
4200328,소모품비(분양),차변
4200329,도서인쇄비(분양),차변
4200330,목적사업비(분양),차변
4200331,중기유지비(분양),차변
4200332,중기임차료(분양),차변
4200333,통신비(분양),차변
4200334,안전관리비(분양),차변
4200335,현장관리비(분양),차변
4200336,기술개발비(분양),차변
4200337,회의비(분양),차변
4200338,주택관리비(분양),차변
4200339,하자보상비(분양),차변
4200340,임대주택관리비(분양),차변
4200341,잡비(분양),차변
4200342,퇴직급여충당금전입액(분양),차변
4200343,단체퇴직급여충당금전입액(분양),차변
4200344,기부금(분양),차변
4200346,차량주유비(분양),차변
4200347,건설자금이자(분양),차변
4200348,공사손실충당부채전입액(분양),차변
4200352,사육비(분양),차변
4200353,분양원가(공연사업비),차변
4200354,분양원가(교육사업비),차변
4200355,분양원가(판매수수료),차변
4200356,분양원가(홍보비),차변
4200357,분양원가(특별수선충당금전입액),차변
4200358,기타보상비(분양),차변
4200394,기초완성주택(분양),차변
4200395,타계정으로대체(분양),대변
4200396,타계정에서대체(분양),차변
4200397,기초미완성주택(분양),차변
4200398,분양원가(진행율),차변
4200399,분양원가(완성),차변
4200400,임대원가,차변
4200401,재료비(임대),차변
4200402,가설손료(임대),차변
4200403,임원급여(임대),차변
4200404,직원급여(임대),차변
4200405,노무비(임대),차변
4200406,상여금(임대),차변
4200407,퇴직금(임대),차변
4200408,외주비(임대),차변
4200409,복리후생비(임대),차변
4200410,여비교통비(임대),차변
4200411,수도광열비(임대),차변
4200412,세금과공과금(임대),차변
4200413,임차료(임대),차변
4200414,감가상각비(임대),차변
4200415,수선비(임대),차변
4200416,보험료(임대),차변
4200417,접대비(임대),차변
4200418,광고선전비(임대),차변
4200419,경상연구개발비(임대),차변
4200420,지급수수료(임대),차변
4200421,운반비(임대),차변
4200422,판매촉진비(임대),차변
4200423,대손상각비(임대),차변
4200424,무형자산상각비(임대),차변
4200425,교육훈련비(임대),차변
4200426,협회비(임대),차변
4200427,차량유지비(임대),차변
4200428,소모품비(임대),차변
4200429,도서인쇄비(임대),차변
4200430,목적사업비(임대),차변
4200431,중기유지비(임대),차변
4200432,중기임차료(임대),차변
4200433,통신비(임대),차변
4200434,안전관리비(임대),차변
4200435,현장관리비(임대),차변
4200436,기술개발비(임대),차변
4200437,회의비(임대),차변
4200438,주택관리비(임대),차변
4200439,하자보상비(임대),차변
4200440,임대주택관리비(임대),차변
4200441,잡비(임대),차변
4200442,퇴직급여충당금전입액(임대),차변
4200443,단체퇴직급여충당금전입액(임대),차변
4200445,특별수선비(임대),차변
4200446,차량주유비(임대),차변
4200458,기타보상비(임대),차변
4200500,용역매출원가,차변
4200501,재료비(용역),차변
4200502,가설손료(용역),차변
4200503,임원급여(용역),차변
4200504,직원급여(용역),차변
4200505,노무비(용역),차변
4200506,상여금(용역),차변
4200507,퇴직금(용역),차변
4200508,외주비(용역),차변
4200509,복리후생비(용역),차변
4200510,여비교통비(용역),차변
4200511,수도광열비(용역),차변
4200512,세금과공과금(용역),차변
4200513,임차료(용역),차변
4200514,감가상각비(용역),차변
4200515,수선비(용역),차변
4200516,보험료(용역),차변
4200517,접대비(용역),차변
4200518,광고선전비(용역),차변
4200519,경상연구개발비(용역),차변
4200520,지급수수료(용역),차변
4200521,운반비(용역),차변
4200522,판매촉진비(용역),차변
4200523,대손상각비(용역),차변
4200524,무형자산상각비(용역),차변
4200525,교육훈련비(용역),차변
4200526,협회비(용역),차변
4200527,차량유지비(용역),차변
4200528,소모품비(용역),차변
4200529,도서인쇄비(용역),차변
4200530,목적사업비(용역),차변
4200531,중기유지비(용역),차변
4200532,중기임차료(용역),차변
4200533,통신비(용역),차변
4200534,안전관리비(용역),차변
4200535,현장관리비(용역),차변
4200536,기술개발비(용역),차변
4200537,회의비(용역),차변
4200538,주택관리비(용역),차변
4200539,하자보상비(용역),차변
4200540,임대주택관리비(용역),차변
4200541,잡비(용역),차변
4200542,퇴직급여충당금전입액(용역),차변
4200543,단체퇴직급여충당금전입액(용역),차변
4200544,기부금(용역),차변
4200545,특별수선비(용역),차변
4200546,차량주유비(용역),차변
4200552,사육비(용역),차변
4200558,기타보상비(용역),차변
4200560,기타손실충당부채전입액(용역),차변
4200600,기타분양원가,차변
4200700,상품원가,차변
4200701,재료비(상품),차변
4200702,가설손료(상품),차변
4200703,임원급여(상품),차변
4200704,직원급여(상품),차변
4200705,노무비(상품),차변
4200706,상여금(상품),차변
4200707,퇴직금(상품),차변
4200708,외주비(상품),차변
4200709,복리후생비(상품),차변
4200710,여비교통비(상품),차변
4200711,수도광열비(상품),차변
4200712,세금과공과금(상품),차변
4200713,임차료(상품),차변
4200714,감가상각비(상품),차변
4200715,수선비(상품),차변
4200716,보험료(상품),차변
4200717,접대비(상품),차변
4200718,광고선전비(상품),차변
4200719,경상연구개발비(상품),차변
4200720,지급수수료(상품),차변
4200721,운반비(상품),차변
4200722,판매촉진비(상품),차변
4200723,대손상각비(상품),차변
4200724,무형자산상각비(상품),차변
4200725,교육훈련비(상품),차변
4200726,협회비(상품),차변
4200727,차량유지비(상품),차변
4200728,소모품비(상품),차변
4200729,도서인쇄비(상품),차변
4200730,목적사업비(상품),차변
4200731,중기유지비(상품),차변
4200732,중기임차료(상품),차변
4200733,통신비(상품),차변
4200734,안전관리비(상품),차변
4200735,현장관리비(상품),차변
4200736,기술개발비(상품),차변
4200737,회의비(상품),차변
4200738,주택관리비(상품),차변
4200739,하자보상비(상품),차변
4200740,임대주택관리비(상품),차변
4200741,잡비(상품),차변
4200742,퇴직급여충당금전입액(상품),차변
4200743,단체퇴직급여충당금전입액(상품),차변
4200744,기부금(상품),차변
4200746,차량주유비(상품),차변
4200752,사육비(상품),차변
4200758,기타보상비(상품),차변
4200759,관세환급금(상품),차변
4200800,제품원가,차변
4200801,재료비(제품),차변
4200802,가설손료(제품),차변
4200803,임원급여(제품),차변
4200804,직원급여(제품),차변
4200805,노무비(제품),차변
4200806,상여금(제품),차변
4200807,퇴직금(제품),차변
4200808,외주비(제품),차변
4200809,복리후생비(제품),차변
4200810,여비교통비(제품),차변
4200811,수도광열비(제품),차변
4200812,세금과공과금(제품),차변
4200813,임차료(제품),차변
4200814,감가상각비(제품),차변
4200815,수선비(제품),차변
4200816,보험료(제품),차변
4200817,접대비(제품),차변
4200818,광고선전비(제품),차변
4200819,경상연구개발비(제품),차변
4200820,지급수수료(제품),차변
4200821,운반비(제품),차변
4200822,판매촉진비(제품),차변
4200823,대손상각비(제품),차변
4200824,무형자산상각비(제품),차변
4200825,교육훈련비(제품),차변
4200826,협회비(제품),차변
4200827,차량유지비(제품),차변
4200829,도서인쇄비(제품),차변
4200833,통신비(제품),차변
4200837,회의비(제품),차변
4200839,하자보상비(제품),차변
4200841,잡비(제품),차변
4200842,퇴직급여충당금전입액(제품),차변
4200843,단체퇴직급여충당금전입액(제품),차변
4200846,차량주유비(제품),차변
4200852,사육비(제품),차변
4200858,기타보상비(제품),차변
4200859,외주가공비(제품),차변
4200860,원재료(제품),차변
4200861,원재료(제품_기초원재료),차변
4200862,원재료(제품_당기매입액),차변
4200863,원재료(제품_타계정대체),차변
4200864,원재료(제품_기말재고),차변
4200865,관세환급금(제품),차변
4201000,용역매출원가,차변
4201001,재료비(용역),차변
4201002,가설손료(용역),차변
4201003,임원급여(용역),차변
4201004,직원급여(용역),차변
4201005,노무비(용역),차변
4201006,상여금(용역),차변
4201007,퇴직금(용역),차변
4201008,외주비(용역),차변
4201009,복리후생비(용역),차변
4201010,여비교통비(용역),차변
4201011,수도광열비(용역),차변
4201012,세금과공과금(용역),차변
4201013,임차료(용역),차변
4201014,감가상각비(용역),차변
4201015,수선비(용역),차변
4201016,보험료(용역),차변
4201017,접대비(용역),차변
4201018,광고선전비(용역),차변
4201019,경상연구개발비(용역),차변
4201020,지급수수료(용역),차변
4201021,운반비(용역),차변
4201022,판매촉진비(용역),차변
4201023,대손상각비(용역),차변
4201024,무형자산상각비(용역),차변
4201025,교육훈련비(용역),차변
4201026,협회비(용역),차변
4201027,차량유지비(용역),차변
4201028,소모품비(용역),차변
4201029,도서인쇄비(용역),차변
4201030,목적사업비(용역),차변
4201031,중기유지비(용역),차변
4201032,중기임차료(용역),차변
4201033,통신비(용역),차변
4201034,안전관리비(용역),차변
4201035,현장관리비(용역),차변
4201036,기술개발비(용역),차변
4201037,회의비(용역),차변
4201038,주택관리비(용역),차변
4201039,하자보상비(용역),차변
4201040,임대주택관리비(용역),차변
4201041,잡비(용역),차변
4201042,퇴직급여충당금전입액(용역),차변
4201043,단체퇴직급여충당금전입액(용역),차변
4201045,특별수선비(용역),차변
4201046,차량주유비(용역),차변
4201052,사육비(용역),차변
4201057,특별수선충당금전입액(용역),차변
4201058,기타보상비(용역),차변
4201059,복리후생비(용역_식료),차변
4201060,복리후생비(용역_보험),차변
4201061,복리후생비(용역_피복),차변
4201062,복리후생비(용역_음료),차변
4201063,복리후생비(용역_기타),차변
4201064,수도광열비(용역_유류),차변
4201065,수도광열비(용역_수도),차변
4201066,수도광열비(용역_가스),차변
4201067,수도광열비(용역_전력),차변
4201068,수도광열비(용역_기타),차변
4201069,수선비(용역_유지보수),차변
4201070,수선비(용역_시설류),차변
4201071,수선비(용역_기타),차변
4201072,지급수수료(용역_송금/추심),차변
4201073,지급수수료(용역_수수료매장),차변
4201074,지급수수료(용역_검사료),차변
4201075,지급수수료(용역_카드),차변
4201076,지급수수료(용역_공연),차변
4201077,지급수수료(용역_전산),차변
4201078,지급수수료(용역_기타),차변
4201079,판매수수료(용역),차변
4201080,청소용역료(용역),차변
4201081,세탁용역료(용역),차변
4201082,장식용역료(용역),차변
4201083,차량유지비(용역_보험),차변
4201084,차량유지비(용역_수리),차변
4201085,소모품비(용역_린넨류),차변
4201086,소모품비(용역_기물류),차변
4201087,소모품비(용역_현수막),차변
4201088,소모품비(용역_전산),차변
4201089,소모품비(용역_기타),차변
4201090,도서인쇄비(용역_신문),차변
4201091,도서인쇄비(용역_도서),차변
4201092,도서인쇄비(용역_인쇄),차변
4201093,식료재료비(용역),차변
4201094,음료재료비(용역),차변
4201095,상품재료비(용역),차변
4201096,기타재료비(용역),차변
4201097,복리후생비(용역_경조),차변
4201098,복리후생비(용역_식대),차변
4300100,수입이자,대변
4300101,수입이자(예금),대변
4300102,수입이자(관계사),대변
4300103,수입이자(기타),대변
4300104,수입이자(리스),대변
4300200,이자수익,대변
4300201,이자수익(예금),대변
4300202,이자수익(리스),대변
4300209,이자수익(기타),대변
4300250,대여금이자,대변
4300251,이자수익(단기대여금),대변
4300300,수입배당금,대변
4300400,임대료수입(기타),대변
4300500,연체료수입,대변
4300600,매입할인,대변
4300700,외환차익                                ,대변
4300800,외화환산이익                            ,대변
4300900,법인세환입액,대변
4301000,대손충당금환입,대변
4301100,고유목적사업준비금환입,대변
4301200,하자보수충당금환입,대변
4301300,재고자산처분이익,대변
4301400,유형자산처분이익,대변
4301500,단기매매증권처분이익,대변
4301600,투자자산처분이익,대변
4301700,매도가능증권처분이익,대변
4301701,당기손익금융자산(지분)처분이익,대변
4301702,당기손익금융자산(채무)처분이익,대변
4301703,사용권자산처분이익,대변
4301800,지분법이익,대변
4301900,용역수익,대변
4302000,잡이익,대변
4302100,보험차익,대변
4302200,자산수증이익,대변
4302300,전기오류수정이익,대변
4302400,채무면제이익,대변
4302450,투자유가증권처분이익(출자금),대변
4302500,지분법투자주식처분이익,대변
4302510,수입배당금(출자금),대변
4302600,위탁관리수익,대변
4302700,단기매매증권평가이익,대변
4302701,당기손익금융자산(지분)평가이익,대변
4302702,당기손익금융자산(채무)평가이익,대변
4302800,계약해지손실충당부채환입,대변
4302900,염가매수차익,대변
4303000,광고수익,대변
4303100,매도가능증권손상차손환입,대변
4303101,당기손익금융자산(지분)손상환입,대변
4303102,당기손익금융자산(채무)손상환입,대변
4303200,기타수익,대변
4303300,소송충당부채환입,대변
4303301,기타손실충당부채환입,대변
4303400,금융보증비환입,대변
4303500,정부보조금수익,대변
4303710,투자주식수익,대변
4303711,투자주식처분이익(신기술),대변
4303714,수입배당금(신기술),대변
4303720,출자금수익(신기술금융),대변
4303723,수입배당금(신기술출자금),대변
4303730,투자사채수익,대변
4303731,투자사채수입이자,대변
4303732,투자사채처분이익,대변
4303733,투자유가증권처분이익(사채),대변
4303760,신기술금융수수료,대변
4303761,조합관리수입수수료,대변
4303762,수입약정수수료,대변
4303763,수입조정수수료,대변
4303764,기한전상환수수료,대변
4303769,기타 신기술금융수수료,대변
4303830,유가증권매매이익,대변
4303831,파생상품평가이익,대변
4303900,파생상품거래이익,대변
4303901,통화선도거래이익,대변
4303902,선물거래이익,대변
4304000,회원권 손상차환입,대변
4304100,차입금상환이익(골드론),대변
4400100,지급이자,차변
4400101,지급이자(PF대출),차변
4400102,지급이자(관계사),차변
4400103,지급이자(기금차입),차변
4400104,지급이자(당좌차월),차변
4400105,지급이자(기타),차변
4400106,지급이자(구매자금),차변
